#X,Acoustic Pressure across Frequency(1)_At Node 3723,Acoustic Pressure across Frequency(1)_At Node 3723
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
1850.000000,0.000079,-269.995363
1860.000000,0.000065,-269.828013
1870.000000,0.000060,-268.613344
1880.000000,0.000058,-269.987719
1890.000000,0.000049,-269.992263
1900.000000,0.000041,-269.993268
1910.000000,0.000032,-269.993013
1920.000000,0.000023,-269.991506
1930.000000,0.000014,-269.980000
1940.000000,0.000005,-269.955483
1950.000000,0.000005,-90.034366
1960.000000,0.000015,-90.011839
1970.000000,0.000026,-90.008005
1980.000000,0.000037,-90.005292
1990.000000,0.000049,-90.004074
2000.000000,0.000061,-90.003480


