#X,Acoustic Pressure across Frequency(1)_At Node 5918,Acoustic Pressure across Frequency(1)_At Node 5918
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
720.000000,0.001850,-145.731060
730.000000,0.001952,-150.264605
740.000000,0.002049,-155.246339
750.000000,0.002135,-160.645379
760.000000,0.002204,-166.396428
770.000000,0.002251,-172.400006
780.000000,0.002273,-178.530117
790.000000,0.002268,-184.648042
800.000000,0.002237,-190.618604
810.000000,0.002184,-196.324738
820.000000,0.002114,-201.677437
830.000000,0.002031,-206.619885
840.000000,0.001942,-211.126058
850.000000,0.001850,-215.195427
860.000000,0.001758,-218.845867
870.000000,0.001669,-222.106702
880.000000,0.001583,-225.012992
890.000000,0.001503,-227.601386
900.000000,0.001428,-229.907511
910.000000,0.001358,-231.964482
920.000000,0.001292,-233.802210
930.000000,0.001232,-235.447228
940.000000,0.001176,-236.922774
950.000000,0.001124,-238.249083
960.000000,0.001076,-239.443674
970.000000,0.001032,-240.521689
980.000000,0.000990,-241.496221
990.000000,0.000952,-242.378581
1000.000000,0.000916,-243.178554
1010.000000,0.000882,-243.904632
1020.000000,0.000851,-244.564185
1030.000000,0.000821,-245.163626
1040.000000,0.000794,-245.708556
1050.000000,0.000768,-246.203868
1060.000000,0.000743,-246.653845
1070.000000,0.000720,-247.062257
1080.000000,0.000698,-247.432416
1090.000000,0.000677,-247.767240
1100.000000,0.000658,-248.069308
1110.000000,0.000639,-248.340892
1120.000000,0.000621,-248.584009
1130.000000,0.000604,-248.800445
1140.000000,0.000588,-248.991779
1150.000000,0.000573,-249.159408
1160.000000,0.000558,-249.304580
1170.000000,0.000544,-249.428383
1180.000000,0.000530,-249.531796
1190.000000,0.000517,-249.615673
1200.000000,0.000505,-249.680768
1210.000000,0.000493,-249.727741
1220.000000,0.000481,-249.757168
1230.000000,0.000470,-249.769552
1240.000000,0.000460,-249.765319
1250.000000,0.000449,-249.744837
1260.000000,0.000439,-249.708411
1270.000000,0.000430,-249.656294
1280.000000,0.000420,-249.588688
1290.000000,0.000411,-249.505740
1300.000000,0.000403,-249.407557
1310.000000,0.000394,-249.294206
1320.000000,0.000386,-249.165707
1330.000000,0.000378,-249.022044
1340.000000,0.000370,-248.863162
1350.000000,0.000363,-248.688971
1360.000000,0.000355,-248.499334
1370.000000,0.000348,-248.294091
1380.000000,0.000341,-248.073040
1390.000000,0.000334,-247.835943
1400.000000,0.000328,-247.582523
1410.000000,0.000321,-247.312477
1420.000000,0.000315,-247.025451
1430.000000,0.000309,-246.721055
1440.000000,0.000303,-246.398869
1450.000000,0.000297,-246.058427
1460.000000,0.000291,-245.699213
1470.000000,0.000286,-245.320676
1480.000000,0.000280,-244.922222
1490.000000,0.000275,-244.503199
1500.000000,0.000270,-244.062913
1510.000000,0.000265,-243.600619
1520.000000,0.000260,-243.115515
1530.000000,0.000255,-242.606748
1540.000000,0.000250,-242.073400
1550.000000,0.000246,-241.514504
1560.000000,0.000241,-240.929019
1570.000000,0.000237,-240.315854
1580.000000,0.000232,-239.673842
1590.000000,0.000228,-239.001764
1600.000000,0.000224,-238.298325
1610.000000,0.000220,-237.562167
1620.000000,0.000216,-236.791881
1630.000000,0.000212,-235.985981
1640.000000,0.000208,-235.142940
1650.000000,0.000205,-234.261183
1660.000000,0.000201,-233.339082
1670.000000,0.000198,-232.374992
1680.000000,0.000194,-231.367248
1690.000000,0.000191,-230.314189
1700.000000,0.000188,-229.214176
1710.000000,0.000185,-228.065630
1720.000000,0.000182,-226.867031
1730.000000,0.000179,-225.616989
1740.000000,0.000177,-224.314268
1750.000000,0.000174,-222.957825
1760.000000,0.000172,-221.546880
1770.000000,0.000170,-220.080950
1780.000000,0.000167,-218.559932
1790.000000,0.000166,-216.984131
1800.000000,0.000164,-215.354353
1810.000000,0.000163,-213.671957
1820.000000,0.000161,-211.938905
1830.000000,0.000160,-210.157809
1840.000000,0.000159,-208.331962
1850.000000,0.000159,-206.465382
1860.000000,0.000158,-204.562782
1870.000000,0.000158,-202.629572
1880.000000,0.000159,-200.671800
1890.000000,0.000159,-198.696099
1900.000000,0.000160,-196.709584
1910.000000,0.000161,-194.719745
1920.000000,0.000162,-192.734322
1930.000000,0.000164,-190.761162
1940.000000,0.000166,-188.808077
1950.000000,0.000168,-186.882716
1960.000000,0.000171,-184.992421
1970.000000,0.000174,-183.144122
1980.000000,0.000177,-181.344243
1990.000000,0.000181,-179.598627
2000.000000,0.000185,-177.912492


