#X,Acoustic Pressure across Frequency(1)_At Node 922,Acoustic Pressure across Frequency(1)_At Node 922
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
1270.000000,0.000471,-264.385560
1280.000000,0.000459,-264.352995
1290.000000,0.000448,-264.314622
1300.000000,0.000437,-264.270363
1310.000000,0.000426,-264.220105
1320.000000,0.000415,-264.163709
1330.000000,0.000405,-264.101003
1340.000000,0.000395,-264.031785
1350.000000,0.000386,-263.955826
1360.000000,0.000377,-263.872862
1370.000000,0.000367,-263.782600
1380.000000,0.000359,-263.684713
1390.000000,0.000350,-263.578843
1400.000000,0.000342,-263.464592
1410.000000,0.000334,-263.341529
1420.000000,0.000326,-263.209178
1430.000000,0.000318,-263.067025
1440.000000,0.000310,-262.914508
1450.000000,0.000303,-262.751012
1460.000000,0.000295,-262.575874
1470.000000,0.000288,-262.388372
1480.000000,0.000281,-262.187717
1490.000000,0.000274,-261.973052
1500.000000,0.000267,-261.743444
1510.000000,0.000261,-261.497878
1520.000000,0.000254,-261.235246
1530.000000,0.000248,-260.954337
1540.000000,0.000241,-260.653831
1550.000000,0.000235,-260.332284
1560.000000,0.000229,-259.988112
1570.000000,0.000223,-259.619578
1580.000000,0.000217,-259.224778
1590.000000,0.000211,-258.801617
1600.000000,0.000205,-258.347788
1610.000000,0.000199,-257.860748
1620.000000,0.000193,-257.337688
1630.000000,0.000188,-256.775501
1640.000000,0.000182,-256.170748
1650.000000,0.000177,-255.519609
1660.000000,0.000171,-254.817847
1670.000000,0.000166,-254.060747
1680.000000,0.000161,-253.243062
1690.000000,0.000155,-252.358937
1700.000000,0.000150,-251.401851
1710.000000,0.000145,-250.364530
1720.000000,0.000140,-249.238859
1730.000000,0.000135,-248.015804
1740.000000,0.000131,-246.685315
1750.000000,0.000126,-245.236256
1760.000000,0.000121,-243.656340
1770.000000,0.000117,-241.932095
1780.000000,0.000112,-240.048914
1790.000000,0.000108,-237.991149
1800.000000,0.000104,-235.742372
1810.000000,0.000100,-233.285808
1820.000000,0.000097,-230.605031
1830.000000,0.000093,-227.684982
1840.000000,0.000090,-224.513362
1850.000000,0.000087,-221.082470
1860.000000,0.000085,-217.391369
1870.000000,0.000083,-213.448244
1880.000000,0.000081,-209.272557
1890.000000,0.000080,-204.896545
1900.000000,0.000079,-200.365412
1910.000000,0.000079,-195.735790
1920.000000,0.000080,-191.072290
1930.000000,0.000081,-186.442625
1940.000000,0.000083,-181.912080
1950.000000,0.000085,-177.538504
1960.000000,0.000088,-173.368686
1970.000000,0.000092,-169.436593
1980.000000,0.000096,-165.763402
1990.000000,0.000100,-162.358855
2000.000000,0.000105,-159.223398


