#X,Acoustic Pressure across Frequency(1)_At Node 3332,Acoustic Pressure across Frequency(1)_At Node 3332
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
1260.000000,0.001478,-268.660494
1270.000000,0.001301,-268.810429
1280.000000,0.001161,-268.923606
1290.000000,0.001048,-269.007066
1300.000000,0.000955,-269.075430
1310.000000,0.000876,-269.129787
1320.000000,0.000809,-269.172533
1330.000000,0.000752,-269.209725
1340.000000,0.000701,-269.235176
1350.000000,0.000655,-269.253328
1360.000000,0.000615,-269.269927
1370.000000,0.000578,-269.281085
1380.000000,0.000544,-269.282867
1390.000000,0.000513,-269.283930
1400.000000,0.000485,-269.280046
1410.000000,0.000458,-269.271029
1420.000000,0.000434,-269.262887
1430.000000,0.000410,-269.243010
1440.000000,0.000388,-269.216997
1450.000000,0.000367,-269.189819
1460.000000,0.000346,-269.146794
1470.000000,0.000327,-269.102135
1480.000000,0.000308,-269.044598
1490.000000,0.000289,-268.972273
1500.000000,0.000270,-268.864077
1510.000000,0.000252,-268.737812
1520.000000,0.000233,-268.592235
1530.000000,0.000214,-268.361102
1540.000000,0.000194,-268.021941
1550.000000,0.000171,-267.483598
1560.000000,0.000147,-266.617309
1570.000000,0.000116,-264.641247
1580.000000,0.000075,-258.308238
1590.000000,0.000026,-194.178186
1600.000000,0.000171,-114.460310
1610.000000,0.001941,-176.897467
1620.000000,0.000485,-264.212923
1630.000000,0.000294,-267.998624
1640.000000,0.000222,-268.818363
1650.000000,0.000178,-269.004186
1660.000000,0.000147,-268.946550
1670.000000,0.000120,-268.735364
1680.000000,0.000097,-268.359997
1690.000000,0.000075,-267.731239
1700.000000,0.000055,-266.605373
1710.000000,0.000034,-264.048116
1720.000000,0.000014,-253.701854
1730.000000,0.000009,-119.762001
1740.000000,0.000029,-99.245788
1750.000000,0.000051,-95.822272
1760.000000,0.000075,-94.462702
1770.000000,0.000099,-93.742498
1780.000000,0.000125,-93.316985
1790.000000,0.000154,-93.072092
1800.000000,0.000184,-92.906210
1810.000000,0.000217,-92.813953
1820.000000,0.000253,-92.771948
1830.000000,0.000294,-92.777413
1840.000000,0.000340,-92.827267
1850.000000,0.000392,-92.918739
1860.000000,0.000452,-93.055611
1870.000000,0.000523,-93.248708
1880.000000,0.000608,-93.508828
1890.000000,0.000711,-93.859296
1900.000000,0.000841,-94.327025
1910.000000,0.001010,-94.966978
1920.000000,0.001230,-95.766566
1930.000000,0.001553,-97.084175
1940.000000,0.002058,-99.210520
1950.000000,0.002907,-102.699565
1960.000000,0.004799,-111.114232
1970.000000,0.010132,-138.528350
1980.000000,0.010270,-220.185325
1990.000000,0.005131,-247.666208
2000.000000,0.003244,-255.826225


