#X,Acoustic Pressure across Frequency(2)_At Node 3333,Acoustic Pressure across Frequency(2)_At Node 3333
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
1280.000000,0.000073,-295.017899
1290.000000,0.000069,-296.809027
1300.000000,0.000066,-298.591251
1310.000000,0.000063,-300.312523
1320.000000,0.000061,-302.028377
1330.000000,0.000059,-303.799617
1340.000000,0.000057,-305.511705
1350.000000,0.000056,-307.226548
1360.000000,0.000055,-308.942651
1370.000000,0.000054,-310.722962
1380.000000,0.000053,-312.443388
1390.000000,0.000053,-314.171027
1400.000000,0.000052,-315.900001
1410.000000,0.000052,-317.638612
1420.000000,0.000052,-319.379061
1430.000000,0.000052,-321.127610
1440.000000,0.000052,-322.806581
1450.000000,0.000053,-324.574386
1460.000000,0.000054,-326.348702
1470.000000,0.000055,-328.140806
1480.000000,0.000055,-329.852214
1490.000000,0.000057,-331.668865
1500.000000,0.000059,-333.513195
1510.000000,0.000060,-335.271722
1520.000000,0.000063,-337.173805
1530.000000,0.000066,-339.004656
1540.000000,0.000070,-341.012418
1550.000000,0.000075,-342.992703
1560.000000,0.000083,-345.246468
1570.000000,0.000093,-347.600221
1580.000000,0.000112,-350.695770
1590.000000,0.000146,-354.863565
1600.000000,0.000244,-4.144877
1610.000000,0.000727,-83.038822
1620.000000,0.000146,-155.537866
1630.000000,0.000052,-163.408385
1640.000000,0.000018,-164.114583
1650.000000,0.000002,-77.515588
1660.000000,0.000012,-3.811629
1670.000000,0.000021,-2.725236
1680.000000,0.000028,-3.690335
1690.000000,0.000033,-5.150764
1700.000000,0.000039,-6.790933
1710.000000,0.000044,-8.524650
1720.000000,0.000049,-10.306214
1730.000000,0.000054,-12.130279
1740.000000,0.000059,-13.977926
1750.000000,0.000065,-15.858427
1760.000000,0.000071,-17.771048
1770.000000,0.000077,-19.560338
1780.000000,0.000084,-21.534509
1790.000000,0.000093,-23.571451
1800.000000,0.000103,-25.656930
1810.000000,0.000114,-27.820125
1820.000000,0.000128,-30.095724
1830.000000,0.000142,-32.222040
1840.000000,0.000162,-34.744935
1850.000000,0.000186,-37.466513
1860.000000,0.000215,-40.132393
1870.000000,0.000257,-43.535194
1880.000000,0.000316,-47.646062
1890.000000,0.000393,-52.237196
1900.000000,0.000528,-59.460320
1910.000000,0.000767,-71.359518
1920.000000,0.001165,-92.488454
1930.000000,0.001516,-138.053753
1940.000000,0.001122,-178.668979
1950.000000,0.000780,-197.347790
1960.000000,0.000577,-207.750493
1970.000000,0.000463,-214.188227
1980.000000,0.000387,-219.094117
1990.000000,0.000336,-222.935893
2000.000000,0.000299,-226.357744


