#X,Acoustic Pressure across Frequency(4)_At Node 923,Acoustic Pressure across Frequency(4)_At Node 923
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
1080.000000,-5.502038,0.000065
1090.000000,-6.596010,0.000061
1100.000000,-7.678105,0.000057
1110.000000,-8.750674,0.000054
1120.000000,-9.815673,0.000051
1130.000000,-10.874749,0.000048
1140.000000,-11.929302,0.000046
1150.000000,-12.980537,0.000044
1160.000000,-14.029491,0.000042
1170.000000,-15.077072,0.000041
1180.000000,-16.124072,0.000039
1190.000000,-17.171189,0.000038
1200.000000,-18.219046,0.000037
1210.000000,-19.268191,0.000036
1220.000000,-20.319124,0.000035
1230.000000,-21.372294,0.000034
1240.000000,-22.428126,0.000033
1250.000000,-23.487095,0.000033
1260.000000,-24.551050,0.000032
1270.000000,-25.615086,0.000032
1280.000000,-26.684456,0.000032
1290.000000,-27.758551,0.000031
1300.000000,-28.837308,0.000031
1310.000000,-29.921045,0.000031
1320.000000,-31.010128,0.000031
1330.000000,-32.104950,0.000031
1340.000000,-33.205969,0.000031
1350.000000,-34.313698,0.000031
1360.000000,-35.428741,0.000031
1370.000000,-36.551806,0.000032
1380.000000,-37.683733,0.000032
1390.000000,-38.825523,0.000033
1400.000000,-39.978383,0.000033
1410.000000,-41.143776,0.000034
1420.000000,-42.323472,0.000035
1430.000000,-43.519648,0.000036
1440.000000,-44.734977,0.000037
1450.000000,-45.972772,0.000038
1460.000000,-47.237183,0.000040
1470.000000,-48.533447,0.000041
1480.000000,-49.868234,0.000043
1490.000000,-51.250205,0.000046
1500.000000,-52.690797,0.000048
1510.000000,-54.208257,0.000052
1520.000000,-55.808674,0.000056
1530.000000,-57.540764,0.000060
1540.000000,-59.435378,0.000066
1550.000000,-61.554749,0.000074
1560.000000,-63.993723,0.000083
1570.000000,-66.906710,0.000096
1580.000000,-70.561735,0.000113
1590.000000,-75.462489,0.000137
1600.000000,-82.652306,0.000175
1610.000000,-94.527543,0.000237
1620.000000,-116.581902,0.000330
1630.000000,-153.475553,0.000382
1640.000000,-187.327821,0.000303
1650.000000,-206.204167,0.000216
1660.000000,-216.585230,0.000161
1670.000000,-223.057944,0.000126
1680.000000,-227.567849,0.000104
1690.000000,-230.981810,0.000088
1700.000000,-233.729048,0.000076
1710.000000,-236.042836,0.000067
1720.000000,-238.059908,0.000060
1730.000000,-239.865395,0.000055
1740.000000,-241.514972,0.000050
1750.000000,-243.046568,0.000046
1760.000000,-244.486903,0.000043
1770.000000,-245.855381,0.000040
1780.000000,-247.166422,0.000038
1790.000000,-248.431008,0.000036
1800.000000,-249.657647,0.000034
1810.000000,-250.853057,0.000033
1820.000000,-252.022628,0.000032
1830.000000,-253.170731,0.000030
1840.000000,-254.300978,0.000029
1850.000000,-255.416368,0.000029
1860.000000,-256.519432,0.000028
1870.000000,-257.612320,0.000027
1880.000000,-258.696880,0.000026
1890.000000,-259.774706,0.000026
1900.000000,-260.847189,0.000025
1910.000000,-261.915547,0.000025
1920.000000,-262.980856,0.000025
1930.000000,-264.044073,0.000024
1940.000000,-265.106044,0.000024
1950.000000,-266.167536,0.000024
1960.000000,-267.229233,0.000024
1970.000000,-268.291757,0.000024
1980.000000,-269.355674,0.000024
1990.000000,-270.421502,0.000024
2000.000000,-271.489719,0.000024


