#X,Acoustic Pressure across Frequency(3)_At Node 1422,Acoustic Pressure across Frequency(3)_At Node 1422
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
1930.000000,-141.970577,4.983158E-06
1940.000000,-144.279707,5.122366E-06
1950.000000,-146.599279,5.274950E-06
1960.000000,-148.930710,5.442851E-06
1970.000000,-151.275470,5.628014E-06
1980.000000,-153.635096,5.832486E-06
1990.000000,-156.011211,6.058504E-06
2000.000000,-158.405526,6.308583E-06


